release_note_date,smushed_event_type,format_event_type,legacy_event_types,admin_interest,security_interest,event_type_description,event_type_tags
2016.33,applicationusermembershipchangepassword,application.user_membership.change_password,app.generic.config.app_password_update,1,0,Change application password for user.,app|event-hook-eligible
2016.11,applicationusermembershipchangeusername,application.user_membership.change_username,app.generic.config.app_username_update,1,0,Change user's application username.,app
2016.02,applicationusermembershipdeprovision,application.user_membership.deprovision,app.generic.provision.deprovision_user_from_app,1,0,User deprovisioned from application (was previously revoked).,user-provision
2016.33,applicationusermembershipprovision,application.user_membership.provision,app.generic.provision.provision_user_for_app,1,0,User provisioned to application (was previously approved).,user-provision
2016.33,applicationusermembershipremove,application.user_membership.remove,app.generic.provision.deactivate_user_from_app,1,0,Remove user's application membership.,event-hook-eligible|user-provision
2016.02,applicationusermembershiprestore,application.user_membership.restore,app.generic.reversibility.individual.app.recovery|app.generic.reversibility.personal.app.recovery,1,0,Restore user assignment to an application.,app
2016.02,applicationusermembershiprestorepassword,application.user_membership.restore_password,app.generic.reversibility.credentials.recovery,1,0,Restore user's password for an application.,app
2016.02,applicationusermembershiprevoke,application.user_membership.revoke,app.generic.provision.revoke_user_from_app,1,0,User revoked from application (unassigned but not yet deprovisioned).,user-provision
2016.33,applicationusermembershipshowpassword,application.user_membership.show_password,app.generic.show.password,1,0,Show user's password for application.,app
2016.02,applicationusermembershipupdate,application.user_membership.update,app.generic.config.app_user_property_update,1,0,Updated user application property.,app
2016.02,coreconcurrencyorglimitviolation,core.concurrency.org.limit.violation,core.concurrency.org.limit.violation,0,0,Too many requests in flight.,concurrency-limit
2017.39,coreelevaluate,core.el.evaluate,core.el.evaluate_failure,0,0,Evaluate Expression Language.,okta-el
2017.2,coreuserauthidpx509crldownloadfailure,core.user_auth.idp.x509.crl_download_failure,core.user_auth.idp.x509.crl_download_failure,0,0,Failed to download CRL from the endpoint.,x509-idp-auth
2017.52,credentialregister,credential.register,credential.register,0,0,Fired when a credential is registered. This event fires when the registration of a credential is successful or fails. This can be used to audit that a credential has been successfully registered and troubleshoot why a credential registration attempt has failed.,user-factor
2019.02.3,credentialrevoke,credential.revoke,credential.revoke,0,0,Fired when a credential is revoked. This event fires when the revocation of a credential is successful or fails. This can be used to audit that a credential has been successfully revoked and troubleshoot why a credential revocation attempt has failed.,user-factor
2019.02.3,deviceenrollmentcreate,device.enrollment.create,device.enrollment.create,0,0,Enroll new device. This can be used by any admin to monitor when a new device is registered successfully for Okta Verify. The user must have below the max allowed devices and a valid device status (not suspended or deactivated).The targets field contains key details of the enrolled device including name status serialNumber imei meid osVersion osPlatform. which may be useful for identifying the device tracking  which device platforms and OS versions that enrolled in Okta Device Authenticator.,device-identity|event-hook-eligible|oie-only|user
2020.10.4,devicelifecycleactivate,device.lifecycle.activate,device.lifecycle.activate,0,0,Activate device. You can use the event to audit device status change. When triggered the device can be suspended or deactivated. Also a user can access protected resources from an active device if permitted by the App Sign-On policies applied to the resources.,device-identity|event-hook-eligible|oie-only|user
2021.07.1,devicelifecycledeactivate,device.lifecycle.deactivate,device.lifecycle.deactivate,0,0,Deactivate device. You can use the event to audit device status change. When a device is deactivated it can not be associated with any Okta Verify factor in the future.,device-identity|event-hook-eligible|oie-only|user
2021.07.1,devicelifecycledelete,device.lifecycle.delete,device.lifecycle.delete,1,0,Delete device. You can use the event to audit device status change. When triggered the device no longer appears in the Admin Console.,device-identity|event-hook-eligible|oie-only|user
2021.07.1,devicelifecyclesuspend,device.lifecycle.suspend,device.lifecycle.suspend,0,0,Suspend device. You can use the event to audit device status change. When triggered access to the device is temporarily paused for users such as contractors or employees who take a leave of absence. Only active devices can be suspended. If a device suspension fails the cause may be that the device was not active and therefore cannot be suspended.,device-identity|event-hook-eligible|oie-only|user
2021.07.1,devicelifecycleunsuspend,device.lifecycle.unsuspend,device.lifecycle.unsuspend,0,0,Unsuspend device. You can use the event to audit device status change. When triggered all Okta Verify factors associated with the device are unsuspended and users can access protected resources from the device.,device-identity|event-hook-eligible|oie-only|user
2021.07.1,deviceplatformadd,device.platform.add,device.platform.add,1,0,Triggered when an admin adds a device management platform. You can use the event to audit device management platform status change. When triggered the device management platform  will be available to the org.,device-identity|oie-only|user
2021.07.1,deviceplatformdelete,device.platform.delete,device.platform.delete,1,0,Triggered when an admin deletes a device management platform. You can use the event to audit device management platform status change. When triggered the device management platform no longer appears in the Admin Console.,device-identity|oie-only|user
2021.07.1,deviceplatformupdate,device.platform.update,device.platform.update,1,0,Triggered when an admin updates a device management platform configuration. You can use the event to audit device management platform configuration change. An admin can only update some fields in the device management platform configuration.,device-identity|oie-only|user
2021.07.1,deviceuseradd,device.user.add,device.user.add,0,0,Add device to user. You can use the event to audit device user association activity. The event is triggered when a user adds a new account in Okta Verify.,device-identity|event-hook-eligible|oie-only|user
2021.07.1,deviceuserremove,device.user.remove,device.user.remove,0,0,Remove device from user. You can use the event to audit device user association activity. The device remains in the Universal Directory after the user is removed.,device-identity|event-hook-eligible|oie-only|user
2021.07.1,directoryappuserprofilebootstrap,directory.app_user_profile.bootstrap,"cvd.appuser_profile_bootstrapped
",1,0,Bootstrap application user profile.,cvd|directory
2016.12,directoryappuserprofileupdate,directory.app_user_profile.update,"cvd.appuser_profile_updated
",1,0,Update application user profile.,cvd|directory
2016.12,directorymappingupdate,directory.mapping.update,"cvd.mappings_updated
",1,0,Update universal directory mappings.,cvd|directory
2016.12,directorynondefaultuserprofilecreate,directory.non_default_user_profile.create,"cvd.non_default_user_profile_created
",1,0,Create non-default universal directory user profile. This can be used to audit that a new non-default universal directory user profile has been created. When fired this event contains the name and id of the newly created user profile.,cvd|directory
2019.04.2,directoryuserprofilebootstrap,directory.user_profile.bootstrap,"cvd.user_profile_bootstrapped
",1,0,Bootstrap universal directory user profile.,cvd|directory
2016.12,directoryuserprofileupdate,directory.user_profile.update,"cvd.user_profile_updated
",1,0,Update universal directory user profile directory.user_profile.update.,cvd|directory
2016.12,eventhookactivated,event_hook.activated,"platform.event_hook.activated
",1,0,Triggered when an event hook has been activated. Used to notify admins that an event hook has been activated. When triggered this events contains information about the activated event hook.,event-hook
2019.03.4,eventhookcreated,event_hook.created,"platform.event_hook.created
",1,1,Triggered when an event hook has been created. Used to notify admins that an event hook has been created. When triggered this events contains information about the created event hook.,event-hook
2019.03.4,eventhookdeactivated,event_hook.deactivated,"platform.event_hook.deactivated
",1,0,Triggered when an event hook has been deactivated. Used to notify admins that an event hook has been deactivated. When triggered this events contains information about the deactivated event hook.,event-hook
